FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2,T FL,T FR,T BL,T BR
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8455962538818778,0.0,-2.419616309186893,0.0,-1.2165003674993233,0.0,-0.8364261116922052,0.0,-2.4825061779725006,0.0,-1.1765796482224573,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.5780513700278558,0.9840557531774516,0.8690248445523229,0.2988008276970634,0.9327831790571681,0.5190689041100137,0.8310136571204815,0.8682958650667196
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8455962538818778,0.0,-2.419616309186893,0.0,-1.2165003674993233,0.0,-0.8364261116922052,0.0,-2.4825061779725006,0.0,-1.1765796482224573,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.519732451251164,0.8019036758034527,0.20573225438773102,0.6086575595925326,0.20569773680922532,0.1018469171638855,0.6607368137897027,0.9528506761050762
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8460012765773692,0.0,-2.422406311115948,0.0,-1.0843170738207046,0.0,-0.8364410297448801,0.0,-2.482596058095356,0.0,-1.045604457274548,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.4451969555928429,0.078695418937613,0.24456634605332228,0.7415681444047819,0.6818421364745486,0.3172796601454816,0.4333148853187725,0.5406746205718217
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8454940103583786,0.0,-2.419574412524189,0.0,-0.9518191563600853,0.0,-0.8348884046385328,0.0,-2.474641815501702,0.0,-0.916762985377833,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.7682703400374211,0.9460527216251643,0.27787401059016936,0.4874187170823283,0.15620049262338154,0.6217965937948154,0.7189317693225623,0.6333990367287171
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8425415113974051,0.0,-2.4050027883444276,0.0,-0.8255819612886164,0.0,-0.8304378137831838,0.0,-2.4539257582584355,0.0,-0.7941566384989676,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.9846829617607104,0.8304300702904834,0.7330496594430608,0.31397409232811435,0.9074759645322529,0.8548093068537462,0.5792760941377437,0.10407842432837522
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8363536472884956,0.0,-2.3765035904966147,0.0,-0.706676761257012,0.0,-0.8226373009884984,0.0,-2.419476224307231,0.0,-0.6773631645590328,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.7336894329693776,0.9117972385089611,0.228765933802056,0.22331571942490547,0.1397517678292607,0.06806837774338226,0.8416824368724991,0.14995079648079257
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8269772879957014,0.0,-2.334791333389396,0.0,-0.5933845233279786,0.0,-0.8117239879265723,0.0,-2.372398694378073,0.0,-0.5646392484022158,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.38599862326657897,0.5515452596531057,0.9266942377615025,0.8054046086954016,0.9218599315214961,0.4828526891934557,0.9300534045111851,0.8888382348686075
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8148794417062204,0.0,-2.2815989984760847,0.0,-0.4840580327055548,0.0,-0.7982177578650065,0.0,-2.3143043244386643,0.0,-0.45487319727878184,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.05735581820530122,0.4898168801106776,0.7672187373114724,0.33827185358334233,0.4475722102672368,0.5518044949082869,0.30794372495512046,0.2513150496904393
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8006227051176653,0.0,-2.2186410227844586,0.0,-0.37803309616999137,0.0,-0.7826976457643084,0.0,-2.2467206130891064,0.0,-0.3478508247084102,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.975503170322831,0.8614755817471964,0.7737984908635094,0.29449222991791546,0.5983901067953981,0.11002647536231203,0.9467858366668739,0.18046620169258454
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7847483653858784,0.0,-2.147437941700555,0.0,-0.2754332701322717,0.0,-0.7657297819814923,0.0,-2.1710886222448487,0.0,-0.24397021105895345,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.5726926447195988,0.141922596251552,0.7901705994107173,0.4714447371185604,0.2667346952404581,0.5854542726271331,0.48696270396775,0.08476416508178086
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7656527826310535,0.0,-2.0610969810036446,0.0,-0.28114838430810796,0.0,-0.746171602938329,0.0,-2.0828726952324965,0.0,-0.24573476692424467,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0853753278696674,0.08659570943229844,0.27609577571322597,0.3196948913233295,0.3634133163534975,0.13103945493863223,0.5440145444208997,0.5307275794301763
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7468852655904925,0.0,-1.9761129752002091,0.0,-0.2905359637557865,0.0,-0.7272090679748446,0.0,-1.9970505140905725,0.0,-0.25141316017717497,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.5482067154541909,0.14222901830045132,0.3892118975610488,0.8789847500786091,0.362899523610816,0.1188250972115773,0.9958663961276453,0.2978194670163741
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7285930658853745,0.0,-1.8932655892262318,0.0,-0.3080262003688041,0.0,-0.708822979188696,0.0,-1.9137835874039624,0.0,-0.26574375656169824,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.9358821379920241,0.9910660053593794,0.5877068483974522,0.8168184449317699,0.39051019140990084,0.23694776907201165,0.7331653902063924,0.6423419253213898
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7107237858009672,0.0,-1.8121838384861881,0.0,-0.3329137720246145,0.0,-0.6909021872159817,0.0,-1.8325464212624611,0.0,-0.2878926346900803,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.26997862983262266,0.5119087261706284,0.5918152418992757,0.7337000006349662,0.19325562129252816,0.5420019092885008,0.46394093981064577,0.3202094884284086
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.6932636243250085,0.0,-1.732468107578418,0.0,-0.36421951835544153,0.0,-0.6733915988043666,0.0,-1.7528512007968917,0.0,-0.31686341041746857,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.04471939455616347,0.4915803827053461,0.47188399720947194,0.8194667475344697,0.08045386083687656,0.9332102926640155,0.8741057174133704,0.7281462797998368
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.6762664319800198,0.0,-1.6538367617927374,0.0,-0.40093091465729813,0.0,-0.6563046504188152,0.0,-1.6743289265689771,0.0,-0.351674371664501,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.23453389961310778,0.2824734028275674,0.531328019668715,0.456695750726709,0.894757158602191,0.013746253986907209,0.1386086563887141,0.3443756252812843
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.6598639529242929,0.0,-1.5761749296702057,0.0,-0.4419546380022785,0.0,-0.639729201141825,0.0,-1.5967626817060552,0.0,-0.39130772008939907,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.46858919033658575,0.8231344715661675,0.950586352641873,0.79583571693253,0.05812098324119208,0.42739255323532943,0.1646049209144419,0.13675226969444576
0.0,-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.6442735162664501,0.0,-1.499572603857561,0.0,-0.4860443404110324,0.0,-0.6238348968317222,0.0,-1.5201207760544682,0.0,-0.43463510039927034,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.41128413221540827,0.15749108836307757,0.44489559456047156,0.5764503799254627,0.38999514568575644,0.8854292384919481,0.2728022848924546,0.48664657624035057
0.0,-0.9829458164329168,0.0,-2.4351407724509904,0.0,-0.957474499518872,0.0,-0.6403704376323072,0.0,-1.4759088345534126,0.0,-0.5923399395148676,0.0,-0.6195775066771487,0.0,-1.4932063846945507,0.0,-0.5974502569946445,0.0,-0.9835900725630502,0.0,-2.435155168249763,0.0,-0.9558806811912062,0.7602548650394062,0.15661835730801132,0.5730382374720385,0.9701275467338301,0.7027677989364555,0.5845549926774605,0.4698474996630806,0.5761836080181266
