FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2
0.03708845376968384,-1.1035735607147217,0.019650554284453392,-2.4045145511627197,0.000845789909362793,-0.9319751858711243,0.021911758929491043,-0.7240664958953857,-0.011862045153975487,-2.644735097885132,0.04436640441417694,-1.2716110944747925,-0.0019840560853481293,-0.7021185755729675,-0.010031935758888721,-2.5972635746002197,0.0304169412702322,-1.3108189105987549,0.018999144434928894,-1.0968215465545654,-0.009989447891712189,-2.419572114944458,0.009848713874816895,-0.899563729763031,0.004248090088367462,0.010610136203467846,-0.0016300790011882782,0.02716873213648796
0.01751762628555298,-1.118290662765503,0.03700730949640274,-2.459160566329956,-0.014875456690788269,-1.010223388671875,0.028123412281274796,-0.6935956478118896,0.00395561009645462,-2.3811347484588623,0.026321247220039368,-1.3456344604492188,0.0034800395369529724,-0.67609041929245,-0.03877193480730057,-2.367190361022949,0.02234136126935482,-1.3976281881332397,0.01357606053352356,-1.0774683952331543,0.007735028862953186,-2.475625514984131,-0.0022261887788772583,-1.0219920873641968,0.011278927326202393,0.011004614643752575,0.0016619972884654999,0.03251587972044945
-0.04073005169630051,-0.8913804888725281,0.0035941097885370255,-2.1148741245269775,-0.020060300827026367,-0.18215849995613098,-0.02275947853922844,-0.6803843379020691,-0.033580780029296875,-2.763310194015503,0.050926193594932556,-1.475985050201416,-0.009664710611104965,-0.6923773288726807,0.04060123488306999,-2.641421318054199,-0.026586921885609627,-1.4605873823165894,0.009339600801467896,-0.938006579875946,0.006938338279724121,-2.1151373386383057,-0.005307607352733612,-0.20933027565479279,-0.02486918866634369,0.056454893201589584,0.015305306762456894,0.010731618851423264
-0.02133680135011673,-0.7792168259620667,0.010051855817437172,-1.9841017723083496,-0.01755008101463318,0.20471954345703125,-0.004937421530485153,-0.669183075428009,-0.03255219757556915,-2.798435926437378,0.05253104120492935,-1.4845163822174072,0.0010227039456367493,-0.693747341632843,0.030432742089033127,-2.657834053039551,-0.012538613751530647,-1.4783499240875244,0.008324682712554932,-0.8198530077934265,-0.012542270123958588,-1.9962165355682373,-0.006621889770030975,0.18703006207942963,-0.014309421181678772,0.046573858708143234,0.00880621001124382,0.014573853462934494
0.013375461101531982,-0.6770660281181335,0.01731865294277668,-1.9072239398956299,-0.003965616226196289,0.5219870209693909,0.013627056032419205,-0.661375105381012,-0.027809740975499153,-2.775195360183716,0.05143001675605774,-1.4182467460632324,0.007539838552474976,-0.6928519606590271,0.016587745398283005,-2.6331844329833984,0.002990085631608963,-1.4351006746292114,0.011720970273017883,-0.7079294323921204,-0.03558866307139397,-1.936342716217041,0.00036366283893585205,0.5224905014038086,-0.002366483211517334,0.029882188886404037,-2.162531018257141e-05,0.01788332685828209
0.029929861426353455,-0.5165578722953796,0.01794356293976307,-1.851129174232483,0.02965417504310608,1.0273085832595825,0.01960623636841774,-0.6373777389526367,-0.018292972818017006,-2.686279773712158,0.03580262511968613,-1.3763507604599,0.002529386430978775,-0.688688337802887,0.015985090285539627,-2.5530264377593994,-0.008555971086025238,-1.4174057245254517,0.014389410614967346,-0.5451465249061584,-0.054169733077287674,-1.891127347946167,0.013838589191436768,1.0236389636993408,0.0004969239234924316,0.02522965893149376,0.003773864358663559,0.014891158789396286
0.02579716593027115,-0.48172417283058167,0.02002588100731373,-1.813099980354309,0.029034987092018127,1.102157473564148,0.01982520893216133,-0.6191486716270447,-0.015884825959801674,-2.6100547313690186,0.031026624143123627,-1.3669008016586304,0.0021851472556591034,-0.6785220503807068,0.014841022901237011,-2.481905937194824,-0.016272181645035744,-1.411978840827942,0.011461898684501648,-0.5050249099731445,-0.054465651512145996,-1.8516888618469238,0.012746304273605347,1.090104103088379,0.001226380467414856,0.02743804082274437,0.007388543337583542,0.013262983411550522
0.022257141768932343,-0.485424280166626,0.02140107937157154,-1.7596625089645386,0.01712048053741455,1.0137444734573364,0.021153394132852554,-0.6018747091293335,-0.016864562407135963,-2.535618305206299,0.03264584392309189,-1.3216638565063477,0.0038524307310581207,-0.6620516777038574,0.014789613895118237,-2.410867691040039,-0.018577704206109047,-1.3673204183578491,0.006260722875595093,-0.5005457997322083,-0.051491379737854004,-1.790930986404419,0.008997753262519836,1.0023010969161987,0.003464728593826294,0.02779538556933403,0.010414313524961472,0.01174863800406456
0.024614714086055756,-0.3982481062412262,0.024628447368741035,-1.7260724306106567,0.03151357173919678,1.2923402786254883,0.025665465742349625,-0.584912896156311,-0.011110784485936165,-2.4694619178771973,0.0242597833275795,-1.3058720827102661,0.0025714561343193054,-0.6581743955612183,0.011859926395118237,-2.349365711212158,-0.02638350985944271,-1.363881230354309,0.007244676351547241,-0.4097239077091217,-0.0593302845954895,-1.7637031078338623,0.01405555009841919,1.272937536239624,0.005128443241119385,0.028747688978910446,0.014576803892850876,0.010364081710577011
0.03327880799770355,-0.3458813726902008,0.02608075924217701,-1.6594253778457642,0.03436371684074402,1.4043006896972656,0.039793629199266434,-0.5729538202285767,-0.005954364314675331,-2.409529685974121,0.02193351835012436,-1.2081128358840942,0.007763035595417023,-0.6435588598251343,0.0053233979269862175,-2.289879560470581,-0.018479324877262115,-1.2806859016418457,0.0037972182035446167,-0.3475198745727539,-0.06439657509326935,-1.6930549144744873,0.014444589614868164,1.3956565856933594,0.01310226321220398,0.023090463131666183,0.015974413603544235,0.007541146129369736
0.04118989035487175,-0.34285879135131836,0.01893986202776432,-1.6146129369735718,0.031244218349456787,1.3210978507995605,0.03884359076619148,-0.5643351674079895,-0.006708728149533272,-2.3635928630828857,0.020238198339939117,-1.1735419034957886,0.00868062674999237,-0.6312005519866943,0.0089218495413661,-2.2491674423217773,-0.019389653578400612,-1.2484347820281982,-0.0028877854347229004,-0.3446539342403412,-0.06687730550765991,-1.6357386112213135,0.014058679342269897,1.324840784072876,0.016626223921775818,0.015749972313642502,0.01435103639960289,0.0026844851672649384
0.042848628014326096,-0.35179150104522705,0.015204692259430885,-1.6139864921569824,0.030541613698005676,1.2718021869659424,0.03588034585118294,-0.5647243857383728,-0.007485242560505867,-2.362469434738159,0.019085586071014404,-1.1830049753189087,0.008189801126718521,-0.6300700306892395,0.011408510617911816,-2.249541997909546,-0.02050328068435192,-1.2558484077453613,-0.005054771900177002,-0.3563121557235718,-0.06679235398769379,-1.6306266784667969,0.01343032717704773,1.278097152709961,0.016463622450828552,0.01370964478701353,0.012817379087209702,0.0012931637465953827
0.044075772166252136,-0.445467084646225,0.006220141425728798,-1.5996556282043457,0.00851467251777649,0.859626293182373,0.0177236907184124,-0.5618054866790771,-0.018425313755869865,-2.348374128341675,0.027138106524944305,-1.1979748010635376,0.003492303192615509,-0.6194082498550415,0.02532818540930748,-2.2428510189056396,-0.02832610532641411,-1.2552217245101929,-0.011381521821022034,-0.45380303263664246,-0.05951262265443802,-1.600548267364502,0.01027439534664154,0.8762913346290588,0.012587957084178925,0.00927936565130949,0.009816791862249374,-0.0013153143227100372
0.03332323580980301,-0.5494257211685181,0.006085315719246864,-1.5814244747161865,-0.022982187569141388,0.4527058005332947,0.015638727694749832,-0.5616764426231384,-0.025662468746304512,-2.3384549617767334,0.03904746472835541,-1.1717551946640015,0.008168868720531464,-0.6061901450157166,0.026377271860837936,-2.2305703163146973,-0.02199031040072441,-1.215175986289978,-0.0180082768201828,-0.5518932938575745,-0.04619260132312775,-1.5678861141204834,-0.0007846355438232422,0.4762905240058899,0.013457626104354858,0.010817806236445904,0.009653057903051376,-0.0011523403227329254
0.02758023887872696,-0.6118467450141907,0.006193125620484352,-1.558789610862732,-0.043703898787498474,0.1925656795501709,0.015307758003473282,-0.5588920712471008,-0.03034023381769657,-2.321427822113037,0.04708212614059448,-1.140051245689392,0.011348176747560501,-0.5950804352760315,0.02712326869368553,-2.212378740310669,-0.017625456675887108,-1.1758702993392944,-0.02272498607635498,-0.6090771555900574,-0.03822069242596626,-1.5353832244873047,-0.007588014006614685,0.22219376266002655,0.014714501798152924,0.011170784942805767,0.009982336312532425,-0.0012220777571201324
0.026288561522960663,-0.6669464707374573,0.002257848158478737,-1.534253478050232,-0.06080711632966995,-0.061141498386859894,0.012341167777776718,-0.5565233826637268,-0.034735023975372314,-2.30181884765625,0.05234113335609436,-1.1185743808746338,0.013497967272996902,-0.5839952230453491,0.03005027398467064,-2.1944024562835693,-0.015463683754205704,-1.1477409601211548,-0.02882884442806244,-0.662356436252594,-0.03251008316874504,-1.4979372024536133,-0.013040252029895782,-0.02224324643611908,0.016202904284000397,0.008272464387118816,0.008628789335489273,-0.0034651122987270355
0.04149942845106125,-0.7322293519973755,0.005622515454888344,-1.539042592048645,-0.04151688516139984,-0.3366701304912567,0.023127812892198563,-0.5367240309715271,-0.02946021966636181,-2.279482841491699,0.037696920335292816,-1.0179232358932495,0.008362118154764175,-0.6072862148284912,0.02781521901488304,-2.1994032859802246,-0.020482029765844345,-1.0549978017807007,-0.03608514368534088,-0.7227070927619934,-0.05892821028828621,-1.5040674209594727,-0.017616242170333862,-0.27915799617767334,0.0144314244389534,0.025157082825899124,0.017069149762392044,-0.008834928274154663
0.05037226900458336,-0.7397417426109314,0.0031460095196962357,-1.5441280603408813,-0.03673340380191803,-0.37762296199798584,0.024053122848272324,-0.5385558009147644,-0.028870245441794395,-2.2852959632873535,0.0355166494846344,-1.0081720352172852,0.007823001593351364,-0.6105783581733704,0.028001103550195694,-2.2096428871154785,-0.018810145556926727,-1.047705888748169,-0.037129148840904236,-0.7315937876701355,-0.06430240720510483,-1.5080440044403076,-0.016480058431625366,-0.3117392063140869,0.015514269471168518,0.022074367851018906,0.015054542571306229,-0.010149050503969193
0.0585419163107872,-0.7523050904273987,0.006152881309390068,-1.5880467891693115,-0.023048795759677887,-0.4881468713283539,0.025395918637514114,-0.5692564249038696,-0.03058730997145176,-2.3209280967712402,0.0482894703745842,-0.6868119835853577,0.0019693002104759216,-0.6193411350250244,0.029589321464300156,-2.2575418949127197,-0.006321141496300697,-0.7519027590751648,-0.021519258618354797,-0.7406056523323059,-0.062391869723796844,-1.5604519844055176,0.006605863571166992,-0.40615904331207275,0.019980698823928833,0.011859307996928692,0.017110366374254227,0.0011284388601779938
0.05111927166581154,-0.743331253528595,0.014310216531157494,-1.5973626375198364,-0.017800554633140564,-0.4960840940475464,0.013873953372240067,-0.5844963788986206,-0.02952106110751629,-2.313288450241089,0.05245944857597351,-0.4262126684188843,-0.009449701756238937,-0.6186480522155762,0.03227049484848976,-2.2606723308563232,-0.00651436485350132,-0.5116207599639893,-0.007025048136711121,-0.7222715616226196,-0.046638332307338715,-1.5824627876281738,0.02002871036529541,-0.4328591823577881,0.01654333621263504,0.010215084068477154,0.018809866160154343,0.01337716355919838
0.04167535901069641,-0.7171280384063721,0.022594967857003212,-1.5958226919174194,-0.000867992639541626,-0.43308889865875244,-3.3680349588394165e-05,-0.5790069103240967,-0.02902453951537609,-2.2927775382995605,0.049764908850193024,-0.18184010684490204,-0.02631319686770439,-0.6258102059364319,0.04246850684285164,-2.247267723083496,-0.01750420220196247,-0.2793213725090027,0.0048826634883880615,-0.6960873007774353,-0.04228337109088898,-1.5998799800872803,0.029503077268600464,-0.394309401512146,0.004292406141757965,0.025749627500772476,0.024645615369081497,0.022290434688329697
0.02697138488292694,-0.7477166652679443,0.03694196045398712,-1.677671194076538,-0.017979003489017487,-0.7049340605735779,0.000935819000005722,-0.5679349899291992,-0.023326179012656212,-1.9976279735565186,0.054615363478660583,0.054682567715644836,-0.023377355188131332,-0.5897603631019592,0.021955028176307678,-1.9860074520111084,-0.015141766518354416,-0.06733807921409607,0.011068344116210938,-0.702752411365509,-0.02031414955854416,-1.6851937770843506,0.03765393793582916,-0.686973512172699,0.013772066682577133,0.01615508273243904,0.02550576999783516,0.03386932238936424
0.023666180670261383,-0.7463864684104919,0.03923540562391281,-1.7002606391906738,-0.016968369483947754,-0.8331092000007629,-0.0033263228833675385,-0.5488792657852173,-0.026467295363545418,-1.8367209434509277,0.06047216057777405,0.2793445587158203,-0.027989860624074936,-0.5693173408508301,0.026332516223192215,-1.830264925956726,-0.015711311250925064,0.15248125791549683,0.014268428087234497,-0.7046360373497009,-0.017704635858535767,-1.7132744789123535,0.04414862394332886,-0.8183706402778625,0.010467834770679474,0.020989220589399338,0.025740720331668854,0.03920340910553932
0.020077452063560486,-0.7404130697250366,0.03248726576566696,-1.7362244129180908,-0.009883999824523926,-0.9734107255935669,0.006726261228322983,-0.5316169857978821,-0.017567744478583336,-1.6327259540557861,0.04910566657781601,0.48874104022979736,-0.020240310579538345,-0.5458239316940308,0.016499429941177368,-1.631453037261963,-0.005668420344591141,0.35320281982421875,0.00404784083366394,-0.7119230031967163,-0.018591754138469696,-1.7373173236846924,0.035066425800323486,-0.9529709219932556,0.013601835817098618,0.027609337121248245,0.019686859101057053,0.029988829046487808
0.023856110870838165,-0.6699928641319275,0.027920180931687355,-1.678594946861267,0.018722236156463623,-0.8716731667518616,-0.007332388311624527,-0.531900942325592,0.0019987914711236954,-1.5486087799072266,0.013271309435367584,0.8242416977882385,-0.03160757198929787,-0.5452756285667419,0.011481395922601223,-1.569239854812622,-0.008006231859326363,0.654067873954773,0.001285552978515625,-0.6472567915916443,-0.012644074857234955,-1.6798779964447021,0.027681097388267517,-0.8798992037773132,0.008633337914943695,0.031059537082910538,0.006615377962589264,0.024720247834920883
0.03001091629266739,-0.6201201677322388,0.0382058247923851,-1.6646910905838013,0.06794092059135437,-0.7589678168296814,-0.0018060468137264252,-0.511827826499939,0.03261604905128479,-1.4431729316711426,-0.03939564898610115,1.156370759010315,-0.044342298060655594,-0.5678451657295227,-0.006774707697331905,-1.5006310939788818,-0.008822103962302208,0.9450898170471191,-0.0029944181442260742,-0.5860390067100525,-0.02427830919623375,-1.6821885108947754,0.013360574841499329,-0.8067847490310669,0.002676859498023987,0.05341937020421028,0.0031264647841453552,0.02604753151535988
0.006148725748062134,-0.7122167944908142,0.03139699250459671,-1.7990299463272095,0.02109779417514801,-1.005875587463379,-0.013421598821878433,-0.5363034009933472,0.01564887911081314,-1.4207615852355957,-0.004659190773963928,0.8909277319908142,-0.03408896550536156,-0.534586489200592,-0.002126779407262802,-1.455811619758606,-0.004745056852698326,0.7145698070526123,0.0013283342123031616,-0.6861919164657593,0.01068606972694397,-1.8018441200256348,0.016514375805854797,-1.0509979724884033,0.003622211515903473,0.03788359835743904,-0.0006159357726573944,0.027463790029287338
0.012942701578140259,-0.7465544939041138,0.02953355945646763,-1.8167860507965088,0.0049965232610702515,-1.038796067237854,-0.016963455826044083,-0.5254418849945068,0.004823894239962101,-1.4459419250488281,0.009272672235965729,0.6439172029495239,-0.03651930019259453,-0.5194875001907349,0.010764443315565586,-1.4674324989318848,-0.006749214604496956,0.49286824464797974,0.0008676201105117798,-0.7111013531684875,0.015334419906139374,-1.817962884902954,0.018497169017791748,-1.079338788986206,0.0006035417318344116,0.029164113104343414,0.0014941301196813583,0.03349662944674492
0.008502155542373657,-0.8480600118637085,0.03532654047012329,-2.006627321243286,-0.005894407629966736,-1.300399661064148,0.0031013675034046173,-0.5107136368751526,0.0008937139064073563,-1.3284287452697754,0.020701348781585693,0.3910526633262634,-0.023526329547166824,-0.515783429145813,-0.0025418344885110855,-1.3508875370025635,-0.001320553943514824,0.26531168818473816,-0.0024551749229431152,-0.8132354617118835,0.006598316133022308,-2.010951042175293,0.014363408088684082,-1.3268488645553589,0.0036134570837020874,0.037409018725156784,0.006911765784025192,0.0339091457426548
0.01701986789703369,-0.8865653276443481,0.03415600210428238,-2.0638952255249023,-0.013346023857593536,-1.3783308267593384,0.007754739373922348,-0.4981127977371216,-0.004945283755660057,-1.302713394165039,0.027539677917957306,0.1789400279521942,-0.020986225455999374,-0.5082753896713257,0.0002858266234397888,-1.3213950395584106,5.545094609260559e-06,0.07213921844959259,-0.00556105375289917,-0.8461015820503235,0.001967407763004303,-2.0673441886901855,0.01482689380645752,-1.3968472480773926,0.004846811294555664,0.03092503547668457,0.007640469819307327,0.03894228860735893
0.011844485998153687,-0.9842626452445984,0.03836379945278168,-2.2576663494110107,-0.02228383719921112,-1.6586452722549438,0.03181813284754753,-0.48104971647262573,-0.006859783083200455,-1.1530826091766357,0.036543697118759155,-0.04551674425601959,-0.0051030367612838745,-0.5023986101150513,-0.01600473001599312,-1.1752926111221313,0.007170705124735832,-0.12979799509048462,-0.011494696140289307,-0.9461057186126709,-0.008800536394119263,-2.2602946758270264,0.009826421737670898,-1.6597787141799927,0.010446533560752869,0.03917047753930092,0.0132000632584095,0.03748321160674095
0.010469980537891388,-1.0445502996444702,0.04252662509679794,-2.364264726638794,-0.03077547997236252,-1.7796518802642822,0.04410535469651222,-0.47942405939102173,-0.011057015508413315,-1.1318678855895996,0.04891865700483322,-0.24245963990688324,0.00030846521258354187,-0.4997260570526123,-0.01998017355799675,-1.1570206880569458,0.00865970365703106,-0.31380268931388855,-0.009890109300613403,-0.9953525066375732,-0.009693801403045654,-2.3663876056671143,0.015425458550453186,-1.7694131135940552,0.014804765582084656,0.03590582311153412,0.022485170513391495,0.041509758681058884
0.01597531884908676,-1.0691670179367065,0.03966145217418671,-2.388664722442627,-0.03764510154724121,-1.8186436891555786,0.04731984809041023,-0.46158042550086975,-0.012329338118433952,-1.0923221111297607,0.047769173979759216,-0.4327211380004883,0.00120529904961586,-0.48481255769729614,-0.016609784215688705,-1.1126384735107422,0.008881261572241783,-0.48732703924179077,-0.016767457127571106,-1.0121349096298218,-0.008643686771392822,-2.3848071098327637,0.009387999773025513,-1.8080477714538574,0.013911500573158264,0.032399844378232956,0.022679965943098068,0.04235869273543358
